user_id,user_name,tweet_time,location,text
3945784187,Keep America Great JeffBales6,Wed Sep 12 00:41:28 +0000 2018,Richmond VA,RT @JC61384960: @LoriCoutler @amymek Muslims coming illegally across the Southern Border. #maga #kag #BuildThatWall #votered #BuildTheDamn
4836715811,Trump We Trust,Wed Sep 12 00:41:29 +0000 2018,None,.@USSupremeCourt Agrees with #PresidentTrump #Sharia #Islam #BrainwashingInSchools must #STOP! #Muslims return to f https://t.co/lOZLPDvZ79
895428102,Vic #Pray4DJT daily,Wed Sep 12 00:41:30 +0000 2018,None,RT @CarmineZozzora: An autistic street slug couldve artificially propped up the US economy and markets w Obamas $10 trillion nuclear new
746898365758246912,Bob Harrison,Wed Sep 12 00:41:30 +0000 2018,South Alabama USA,RT @Baby Del: I want to see the Republicans in both the House and Senate join together in DEMANDING serious legitimate investigations int
827985983383666688,Trump Georgia 2020,Wed Sep 12 00:41:30 +0000 2018,Georgia USA,RT @captain_maga: Did you know? Until #PresidentTrump took charge - We were doing #Obamacare not just here - but for those #Palestinians wh
48738658,2Fierce2Ignore,Wed Sep 12 00:41:31 +0000 2018,Dark Side of the Moon,One more person was just killed in #California. #POTUS its your job to take action. #BackfireTrump https://t.co/HGfrRvEUev
886539856087846912,avass,Wed Sep 12 00:41:34 +0000 2018,None,RT @LouDobbs: #DrainTheSwamp @mattgaetz: Only transparency can expose the extent of the corruption and the cabal. We cant show the Amer
967956790225915905,mike23 ,Wed Sep 12 00:41:34 +0000 2018,Ohio USA,RT @AZWS: I would be honored for you to join me on my journey to 65k friends and followers! #2ADefenders #MAGA #EndTheCorruption #2A #Make
1232314747,Jacks Long,Wed Sep 12 00:41:34 +0000 2018,None,@RepMcSally This is awesome of you @MarthaMcSally. Ms. Martha is my candidate &amp; the only candidate for Arizona. Co https://t.co/fHc3Pmtj9r
226667742,NYCVET,Wed Sep 12 00:41:37 +0000 2018,JacksonvilleFL,RT @RichardAngwin: President Obama returns to the campaign trail and someone's not happy #TuesdayThoughts #Resist #Trump #1u #tcot #maga #
914197163995025408,Margie#Dems4Democracy,Wed Sep 12 00:41:39 +0000 2018,Lindenhurst NY,Another life just lost in #California. #POTUS please end the suffering. #BackfireTrump https://t.co/7LgOMGAZeV
1032097835158851586,#TrumpAmerica,Wed Sep 12 00:41:40 +0000 2018,None,#DeplorableVoters #TrumpTrain #CruzCrew #PJNET #TCOT #CCOT #CHRISTIANS #AmericaFirst #CodeOfVets #AllLivesMatter https://t.co/E6uatFhc9N
965728700988665856,Just Paul,Wed Sep 12 00:41:41 +0000 2018,California USA,Release your emails @HillaryClinton
879724188092604416,Brad Johnston,Wed Sep 12 00:41:43 +0000 2018,None,Another life just lost in #California. #POTUS please end the suffering. #BackfireTrump https://t.co/0FIWCMOpAE
811685410715947008,Dave DeLion,Wed Sep 12 00:41:43 +0000 2018,None,RT @LouDobbs: Tonights #QuoteOfTheDay is from President @realdonaldtrump. #MAGA #TrumpTrain #Dobbs https://t.co/Px77cRSOPW
754832555501817856,Vicki green,Wed Sep 12 00:41:43 +0000 2018,California USA,RT @BrianPaulStuart: Do I look like a guy who needs hookers? ~ #DonaldTrump cc: @realDonaldTrump https://t.co/Vayo81s9uJ
814347121,Jennie B. Hicks,Wed Sep 12 00:41:43 +0000 2018,Atlanta,RT @Redhead4645: Minnesota ! Meet conservative Dave Hughes running for congress in November! Please come out &amp; vote for him &amp; help work for
1032097835158851586,#TrumpAmerica,Wed Sep 12 00:41:44 +0000 2018,None,RT @BlogUSA2018: #DeplorableVoters #TrumpTrain #CruzCrew #PJNET #TCOT #CCOT #CHRISTIANS #AmericaFirst #CodeOfVets #AllLivesMatter #BlueLive
913810145192398849,Sharon King,Wed Sep 12 00:41:46 +0000 2018,Michigan USA,RT @PeggyMercer: @AnnCoulter @str8thinker The wall is coming along and the tax cuts are wonderful...you need to wash your mouth out with so
15613677,toxic11,Wed Sep 12 00:41:47 +0000 2018,mn,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
803814748764540928,I tweet at donald,Wed Sep 12 00:41:51 +0000 2018,None,#California is suffering today after fatal shooting. #POTUS stop the bloodshed. #BackfireTrump https://t.co/Vo363J7VQA
836346872,tamara johnson,Wed Sep 12 00:41:52 +0000 2018,kentucky,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
917501529480765441,RespectTheAnthem,Wed Sep 12 00:41:52 +0000 2018,Trump Nation,RT @Jillibean557: #MSM is repulsive. They do nothing but lie and undermine #PresidentTrump.
773351254076461056,dave,Wed Sep 12 00:41:54 +0000 2018,Kingman Arizona,This is why I voted for #POTUS @realDonaldTrump
313581898,Willy Beamish,Wed Sep 12 00:41:55 +0000 2018,None,One more person was just killed in #California. #POTUS its your job to take action. #BackfireTrump https://t.co/1WEnDHEfOK
2786209473,Deplorable Deputy,Wed Sep 12 00:41:58 +0000 2018,God Bless The USA,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
1265471702,AnnH,Wed Sep 12 00:41:59 +0000 2018,None,Shooting in #California just took an American life. #POTUS please do something. #BackfireTrump https://t.co/GLTkxV2Hgd
51032063,Michael Bannerman,Wed Sep 12 00:42:03 +0000 2018,None,Shooting in #California just took an American life. #POTUS please do something. #BackfireTrump https://t.co/rH2wrf6lIU
953798370354544643,Kip Gross,Wed Sep 12 00:42:03 +0000 2018,None,@FoxNews Get em ALL #WINNING #DRAINTHATSWAMP #WALKAWAY #MAGA #TRUMP2020 #BUILDTHATWALL Keep up the great work Presi https://t.co/8MruTGGcHr
2566490573,DEPLORABLE  BULLDOG,Wed Sep 12 00:42:04 +0000 2018,Psalm 91,RT @LouDobbs: Tonights #QuoteOfTheDay is from President @realdonaldtrump. #MAGA #TrumpTrain #Dobbs https://t.co/Px77cRSOPW
21775637,The Lead Rainmaker ,Wed Sep 12 00:42:04 +0000 2018,Dublin GA,UK firm needed a Donald Trump voice before his UK visit on Friday .... #DonaldTrump #TrumpBabyBlimp https://t.co/S439ToDe8w
823682643627687936,Lynn Jacobson,Wed Sep 12 00:42:06 +0000 2018,None,RT @TheSharpEdge1: IMAGINE THAT! Elizabeth Schurig is ALSO the attorney for Alex Jones' Free Speech Systems which operates out of the SAME
16074465,siscakid,Wed Sep 12 00:42:07 +0000 2018,Florida,RT @MightyBusterBro: . 9-11 is ALSO the BENGHAZI ATTACK Anniversary In recent speeches OBAMA says it's a Republican Conspiracy Theory that
859603172,Will Peters,Wed Sep 12 00:42:07 +0000 2018,None,One more person was just killed in #California. #POTUS its your job to take action. #BackfireTrump https://t.co/aqEasH2v6y
992176820983394305,tammy,Wed Sep 12 00:42:08 +0000 2018,None,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
332295809,John F Murray,Wed Sep 12 00:42:09 +0000 2018,norwalk ct usa,RT @realDonadTrump: Officer Dorner here put his life on the line while #ColinKaepernick is taking a knee. SAD! RT to show him what true sa
779114917748150272,Debbie Weaver,Wed Sep 12 00:42:10 +0000 2018,N.E TN USA,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
372984072,Ty Hodgson,Wed Sep 12 00:42:10 +0000 2018,suburbs of Chicago IL,RT @LouDobbs: #DrainTheSwamp @replouiegohmert: Its unbelievable the way the FBI has been weaponized. I was hoping Director Wray would be
3177318644,Matt Hastings,Wed Sep 12 00:42:11 +0000 2018,None,One more person was just killed in #California. #POTUS its your job to take action. #BackfireTrump https://t.co/jGstldB16K
2566490573,DEPLORABLE  BULLDOG,Wed Sep 12 00:42:12 +0000 2018,Psalm 91,RT @LouDobbs: #DrainTheSwamp @mattgaetz: Only transparency can expose the extent of the corruption and the cabal. We cant show the Amer
531100821,Deporable Dave,Wed Sep 12 00:42:12 +0000 2018,None,RT @EverydayMAGA: @r_little_finger I made a list of the Patriots on this post to help people with follow-backs. #TrumpTrain #MAGA Train
781623830288666628,Amy #1A & #2A Shall not be INFRINGED!,Wed Sep 12 00:42:12 +0000 2018,United States,RT @gerfingerpoken2: Rosenstein -- Agent of the Deep State Coup - American Thinker https://t.co/ZtdOCLSyZ2 #MAGA #PJNET #TRUMPTRAIN #TrumpT
886268891688714240,John Howarth,Wed Sep 12 00:42:15 +0000 2018,None,RT @LouDobbs: #DrainTheSwamp @mattgaetz: Only transparency can expose the extent of the corruption and the cabal. We cant show the Amer
16626778,Patrick Woulfe,Wed Sep 12 00:42:15 +0000 2018,Chicago,Shooting in #California just took an American life. #POTUS please do something. #BackfireTrump https://t.co/a1yuBZhMRS
461780457,Connie H,Wed Sep 12 00:42:15 +0000 2018,Gulf Coast,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
58371104,Scotti,Wed Sep 12 00:42:15 +0000 2018,New England,RT @AnonymousInfo3: Dear @realDonaldTrump ! JUST DO IT . #Potus #Trump #QAnon #QArmy #WWG1WGA #Q https://t.co/HRSpkNmsXy
1301130374,Alpha Beast,Wed Sep 12 00:42:18 +0000 2018,None,RT @CarmineZozzora: @MediaShrink @TheLeadCNN @jaketapper @CNN @911day @DonaldJTrumpJr @mcavoy83998365 @AP @MailOnline @AppSame @jmbenson149
813039491632033793,Brickwall299,Wed Sep 12 00:42:19 +0000 2018,None,RT @LouDobbs: #DrainTheSwamp @mattgaetz: Only transparency can expose the extent of the corruption and the cabal. We cant show the Amer
994559692121636864,Resisting SnowFlakes,Wed Sep 12 00:42:19 +0000 2018,Arizona USA,RT @LouDobbs: #EndWitchHunt @SaraCarterDC: Weve found nothing to show collusion between President @realDonaldTrump &amp; Russia absolutely
253247814,Daniel Vaneps,Wed Sep 12 00:42:19 +0000 2018,Chicago IL,Another life just lost in #California. #POTUS please end the suffering. #BackfireTrump https://t.co/IIYoiMkgU3
36175156,Jo4Trump {},Wed Sep 12 00:42:21 +0000 2018,California,RT @alohabrianb: Out of the way #FakeNews The #TrumpTrain is rolling through... https://t.co/7dGD1w9O9i
4805424800,Jimmy H Campbell,Wed Sep 12 00:42:23 +0000 2018,None,RT @jakepalmieri: Mexico is becoming increasingly violent as the Drug Cartels grow stronger.... #BuildThatWall https://t.co/92xktlNVnl
1502892860,Wild Violet: Spitfire of a Lodestar,Wed Sep 12 00:42:23 +0000 2018,Resisting in Maryland,Another life just lost in #California. #POTUS please end the suffering. #BackfireTrump https://t.co/salqWP737N
1375885879,Daryl Forsberg,Wed Sep 12 00:42:26 +0000 2018,Arizona USA,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
825567351789801473,SeekingTruth,Wed Sep 12 00:42:27 +0000 2018,California USA,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
897715026961760262,Kris J Hersey,Wed Sep 12 00:42:27 +0000 2018,Colorado USA,RT @ChatByCC: While armed with the power of our Vote we proudly &amp; peacefully revolted Never doubt this was an American revolution #MAGA
168075186,Rogue_ICallBS_Laure ,Wed Sep 12 00:42:27 +0000 2018,Fullerton CA,One more person was just killed in #California. #POTUS its your job to take action. #BackfireTrump https://t.co/10BQucV4kX
317429844,debbie USMC Vet Wife,Wed Sep 12 00:42:30 +0000 2018,La,RT @CarmineZozzora: Only idiot menace Barack Obama could pull such a completely shameless ploy as to attempt to take credit for the Trump e
3171790865,Christina Gregor,Wed Sep 12 00:42:30 +0000 2018,None,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
1327929854,P,Wed Sep 12 00:42:30 +0000 2018,None,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
819337407048740864,Laura West Crowe,Wed Sep 12 00:42:35 +0000 2018,Oregon USA,One more person was just killed in #California. #POTUS its your job to take action. #BackfireTrump https://t.co/qI4cw3ZpgW
226667742,NYCVET,Wed Sep 12 00:42:36 +0000 2018,JacksonvilleFL,RT @RichardAngwin: In 2016 2/3 of the people didn't vote and we got stuck with Trump. Don't make the same mistake again. VOTE !!!!!!
1684084622,Ginger Murray,Wed Sep 12 00:42:36 +0000 2018,None,RT @LouDobbs: #DrainTheSwamp @mattgaetz: Only transparency can expose the extent of the corruption and the cabal. We cant show the Amer
3156705035,Sandy,Wed Sep 12 00:42:37 +0000 2018,None,RT @otdon: Stop the Tape! Lies About the President &amp; the Economy https://t.co/q4r2cDMujJ via @YouTube MUST SEE SHORT VIDEO FOR EVERY AMERIC
56243065,FUKUMAYFIELD,Wed Sep 12 00:42:38 +0000 2018,Arlington Virginia,RT @blondenfun1: Trump closes door on 9/11 Investigation #TrumpTrain #Trump2020 Youre FIRED!!! #OpWakeUp #StoptheNWO https://t.co/p5WIett
48094853,Dottie,Wed Sep 12 00:42:39 +0000 2018,Austin Tx,RT @OscuraPraetoria: STUNNING: Tucker Carlson Reveals Explosive Email from Google Exec on How Company Actively Assisted Hillary in 2016 #QA
61857407,Charlie Allenson,Wed Sep 12 00:42:39 +0000 2018,NYC,#California is suffering today after fatal shooting. #POTUS stop the bloodshed. #BackfireTrump https://t.co/uykhfwLOqJ
723896723794440193,TornadoNewsLinker,Wed Sep 12 00:42:40 +0000 2018,Londonderry Northern Ireland,RT @blondenfun1: Trump closes door on 9/11 Investigation #TrumpTrain #Trump2020 Youre FIRED!!! #OpWakeUp #StoptheNWO https://t.co/p5WIett
2906383811,KHermiller,Wed Sep 12 00:42:40 +0000 2018,None,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
813482457123069952,Doug Newson,Wed Sep 12 00:42:41 +0000 2018,Nevada USA,RT @LouDobbs: #DrainTheSwamp @mattgaetz: Only transparency can expose the extent of the corruption and the cabal. We cant show the Amer
950405776769773568,planicauda,Wed Sep 12 00:42:43 +0000 2018,Knoxville TN,#California is suffering today after fatal shooting. #POTUS stop the bloodshed. #BackfireTrump https://t.co/zy6QzX4xBa
811685410715947008,Dave DeLion,Wed Sep 12 00:42:46 +0000 2018,None,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
749999150935187457,Kcey,Wed Sep 12 00:42:47 +0000 2018,Seattle Washington ,One more person was just killed in #California. #POTUS its your job to take action. #BackfireTrump https://t.co/xJP80rv0OM
21588235,Watchdog,Wed Sep 12 00:42:47 +0000 2018,#Homeless  #SeeksHood2Adopt,#Power Lost: Citizen Obama appears 2 be unhappy he can't control the narrative. Democrats aren't in Power &amp; yet ins https://t.co/GJXwnZJrFR
2847958045,Robin Danko,Wed Sep 12 00:42:48 +0000 2018,None,RT @LouDobbs: Tonights #QuoteOfTheDay is from President @realdonaldtrump. #MAGA #TrumpTrain #Dobbs https://t.co/Px77cRSOPW
1008785638106202120,Trump Supporter2020,Wed Sep 12 00:42:48 +0000 2018,None,RT @LouDobbs: #EndWitchHunt @SaraCarterDC: Weve found nothing to show collusion between President @realDonaldTrump &amp; Russia absolutely
819391003,Kennard Varn,Wed Sep 12 00:42:49 +0000 2018,None,RT @LouDobbs: #DrainTheSwamp @mattgaetz: Only transparency can expose the extent of the corruption and the cabal. We cant show the Amer
4827286170,J Starr,Wed Sep 12 00:42:50 +0000 2018,US / CA,RT @LouDobbs: #EndWitchHunt @SaraCarterDC: Weve found nothing to show collusion between President @realDonaldTrump &amp; Russia absolutely
954550892371394560,Dallie Payne,Wed Sep 12 00:42:50 +0000 2018,None,RT @LouDobbs: #DrainTheSwamp @mattgaetz: Only transparency can expose the extent of the corruption and the cabal. We cant show the Amer
994217924834537472,MAGA LOGAN,Wed Sep 12 00:42:50 +0000 2018,None,RT @LouDobbs: #DrainTheSwamp @mattgaetz: Only transparency can expose the extent of the corruption and the cabal. We cant show the Amer
1911661214,Miguel Cabrera,Wed Sep 12 00:42:52 +0000 2018,USA,RT @LouDobbs: #DrainTheSwamp @mattgaetz: Only transparency can expose the extent of the corruption and the cabal. We cant show the Amer
820694194364841985,Gulf Coast Patriot,Wed Sep 12 00:42:55 +0000 2018,South Mississippi USA,RT @ASJBaloch: Here you go if you remember when #PresidentTrump @realDonaldTrump said that Bin Laden was hiding in Pakistan on @Fox one mon
172870482,Amanda Nowalk,Wed Sep 12 00:42:55 +0000 2018,Scranton,Another life just lost in #California. #POTUS please end the suffering. #BackfireTrump https://t.co/Bplaz2Xziu
745039403391672320,Twisted Mic ,Wed Sep 12 00:42:56 +0000 2018,United States,RT @glamelegance: @WhiteHouse #DonaldTrump doesnt look like hes grieving. https://t.co/sR5t3MhTd5
1039338063007109121,CrazyElectionClean,Wed Sep 12 00:42:58 +0000 2018,Dark side of the moon,RT @LouDobbs: #DrainTheSwamp @mattgaetz: Only transparency can expose the extent of the corruption and the cabal. We cant show the Amer
745770816449609729,Rodin1776,Wed Sep 12 00:43:01 +0000 2018,Huntington Beach CA,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
834471361666043911,Tanya Bell,Wed Sep 12 00:43:03 +0000 2018,Royal Oak MI,#California is suffering today after fatal shooting. #POTUS stop the bloodshed. #BackfireTrump https://t.co/1qRHvCxIK5
745770816449609729,Rodin1776,Wed Sep 12 00:43:05 +0000 2018,Huntington Beach CA,RT @LouDobbs: Tonights #QuoteOfTheDay is from President @realdonaldtrump. #MAGA #TrumpTrain #Dobbs https://t.co/Px77cRSOPW
850126186730672128,Jenet Crosby,Wed Sep 12 00:43:06 +0000 2018,None,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
1380652956,Cindy Zimmermann,Wed Sep 12 00:43:07 +0000 2018,California USA,Another life was just lost in #California. #POTUS it's time to do something. #BackfireTrump https://t.co/bpegmlOrTo
785277097447006208,KS Deplorable,Wed Sep 12 00:43:09 +0000 2018,kansas USA,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
782949768502837248,John Doe,Wed Sep 12 00:43:10 +0000 2018,None,RT @SassyT_Joy: @BCMsolt @fightinirish109 @dybarb @Wolfie_V3 @KevinHu63682270 @CNS15141 @DogsBCool @Punkin682 @hirschA8720 @MrsGoodoz @MAGA
792116738120945664,Michael Benitez,Wed Sep 12 00:43:10 +0000 2018,Florida USA,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
462595972,Debbie Quick,Wed Sep 12 00:43:13 +0000 2018,None,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
3091382410,Lucy Dart,Wed Sep 12 00:43:14 +0000 2018,Georgia USA,RT @HopefulPatriots: Take a peek #TrumpTrain Make sure you watch @seanhannity tonight.. And VOTE... #REDWAVE https://t.co/XTwqfcd7Rs
771799124832313345,Ms Kelly if you're nasty,Wed Sep 12 00:43:15 +0000 2018,Somewhere in the middle,#California is suffering today after fatal shooting. #POTUS stop the bloodshed. #BackfireTrump https://t.co/t724R5MpSA
326116687,Scott Smith,Wed Sep 12 00:43:18 +0000 2018,Ohio,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
2397136628,Kiki Falalala,Wed Sep 12 00:43:19 +0000 2018,None,One more person was just killed in #California. #POTUS its your job to take action. #BackfireTrump https://t.co/uR7UXDqwUP
898757756848680960,Terrence Simpson,Wed Sep 12 00:43:20 +0000 2018,Minnesota USA,RT @LouDobbs: #RedWaveRising @SidneyPowell1: This years midterm is the most important in the history of our country. We dont just need
756255959039606785,Basket of Trophies,Wed Sep 12 00:43:21 +0000 2018,San Francisco CA,RT @liberty_bee: This is #RR no meeting for you.#QAnon #Q #Potus #MAGA #WWG1WGA #WeWillNeverForget #WeThePeople #TheStorm #Boom https://t.
158830865,Nina Gonzales,Wed Sep 12 00:43:22 +0000 2018,Los Angeles California,@realDonaldTrump @POTUS The #POTUS kept #NDAA so that he could prosecute #CorruptUSGovAgents
