user_id,user_name,tweet_time,location,text
931469672477638656,Ray,Sun Sep 09 21:32:12 +0000 2018,Tokyo MA,RT @ipfconline1: #DeepLearning Achievements Over the Past Year https://t.co/cZJQmGzohr v/ @statsbotco #AI #MachineLearning #NeuralNet
732109729472765952,Internships,Sun Sep 09 21:32:16 +0000 2018,Internet,RT @IainLJBrown: Food for Thought: 7 tips to make the most of your internship #DataScience #MachineLearning #DeepLearning #NLP #Robots #AI
248529251,Cara Bissonnette,Sun Sep 09 21:34:22 +0000 2018,London Ontario,RT @ScottJKyle1: Over a decade ago I left collage set up my own theatre company &amp; started putting on events throughout the UK. This week
914249614848548864,John Mills,Sun Sep 09 21:34:24 +0000 2018,Tasmania Australia,@djaspen94 @moniquemayze @ScottMorrisonMP Stop believing the bullshit properganda that the NLP and Murdoch papers s https://t.co/U77QwcGwn2
934917176632467457,The Wisdom Post,Sun Sep 09 21:36:12 +0000 2018,None,[OC] Open your eyes and see what you can with them before they close forever Anthony Doerr [1080x1080] RT IF YO https://t.co/5zkxxBZenh
1001874138510872576,Pravda,Sun Sep 09 21:36:35 +0000 2018,Malm Sverige,RT @thewisdomposts: [OC] Open your eyes and see what you can with them before they close forever Anthony Doerr [1080x1080] RT IF YOU AG
954862755072430080,Miquel Noguer i Alonso ,Sun Sep 09 21:37:51 +0000 2018,None,RT @jblefevre60: Ten types of #AI technologies advancing in 2018 &gt;&gt; #PwC via @MikeQuindazzi &gt;&gt; #ArtificialIntelligence #DeepLearning #M
1862070396,Alex Kot,Sun Sep 09 21:38:10 +0000 2018,World,RT @Xbond49: How early #AI #adopters are shifting #profit pools https://t.co/3WhzrtfU6o by @McKinsey #CloudComputing #mobile #Web #BigData
969593261479419905,Fedora Rapp,Sun Sep 09 21:38:50 +0000 2018,,RT @IainLJBrown: Introducing SQream DB v3.0 the Most Advanced GPU-Accelerated Data Warehouse for Massive Data Analytics Read more here: ht
2159566136,Nitin Parmar,Sun Sep 09 21:39:46 +0000 2018,London UK,RT @ipfconline1: #DeepLearning Achievements Over the Past Year https://t.co/cZJQmGzohr v/ @statsbotco #AI #MachineLearning #NeuralNet
1293420078,George Hutton,Sun Sep 09 21:39:50 +0000 2018,None,https://t.co/B9nbU0jFU7 Park Magician - NLP Procedures - Mind Persuasion Forum https://t.co/P74Q28wQsS
933095772022652929,Lou Potts,Sun Sep 09 21:39:59 +0000 2018,England United Kingdom,RT @IainLJBrown: Using artificial intelligence to locate risky dams #DataScience #MachineLearning #DeepLearning #NLP #Robots #AI #IoT #BigD
931469672477638656,Ray,Sun Sep 09 21:41:09 +0000 2018,Tokyo MA,RT @ipfconline1: [#DigitalTransformation #4IR #AI] Teaming Humans With #Robots Will Remake Modern Manufacturing https://t.co/Xw6Iqyo6mB
2834771237,SPIDYCENTS ESTATES,Sun Sep 09 21:41:26 +0000 2018,United States,RT @DonFi4o: Check out Lord of the Rings Toy Soldiers Miniature NLP Metal Figurines #NLPINC https://t.co/BuDFqHdIFl via @eBay
936341348587835392,Vish Kanumilli,Sun Sep 09 21:42:28 +0000 2018,England United Kingdom,RT @IainLJBrown: Introducing SQream DB v3.0 the Most Advanced GPU-Accelerated Data Warehouse for Massive Data Analytics Read more here: ht
873052365418516481,"P" [ Formerly 'Dame P'],Sun Sep 09 21:42:31 +0000 2018,Australia,RT @murphthesurf: @bretthore91 @randlight @nobby15 @sprocket Indeed. What corrupted form of Christainty is that I ask you? Its a fr
933095772022652929,Lou Potts,Sun Sep 09 21:42:32 +0000 2018,England United Kingdom,RT @BristowColin: SBAI Continues Its Focus On Big Data And Artificial Intelligence Read more here: https://t.co/sPJmsrQD7M #BigData #DataS
1428585871,Noman Ameer,Sun Sep 09 21:43:30 +0000 2018,Bahawalpur Pakistan,RT @Ronald_vanLoon: This Chip is designed to learn like a human brain by @nowthisnews | #ArtificialIntelligence #AI #ML #MachineLearning
46610945,KaysFlowerSchool Dee,Sun Sep 09 21:44:03 +0000 2018,Dublin-Ireland,RT @dubhlinadesigns: Lunchtime at #dublincastle with my fellow NPLiers. Loving learning NLP with danielleserpico from Blackbelt Mastermind
46610945,KaysFlowerSchool Dee,Sun Sep 09 21:44:09 +0000 2018,Dublin-Ireland,RT @KarenHenryIE: One of many powerful techniques and insights from yesterdays #NLP boot camp with @DanielleSerpico Next steps: implement
914249614848548864,John Mills,Sun Sep 09 21:45:13 +0000 2018,Tasmania Australia,@BevanShields It's the only thing the NLP and there supporters have to talk about. The rest is bad news for them so https://t.co/rqhHeNHZrZ
22093792,Hilda,Sun Sep 09 21:45:22 +0000 2018,Southern California  USA ,RT @ScottJKyle1: Over a decade ago I left collage set up my own theatre company &amp; started putting on events throughout the UK. This week
14198170,mattcameron,Sun Sep 09 21:45:35 +0000 2018,iPhone: -37.803476145.115310,RT @GersonRolim: Simplified #AI Landscape #ArtificialIntelligence #VoiceFirst #Fintech #Insurtech #Martech #Chatbots #NLP #MachineLearning
2154693428,chi2innovations,Sun Sep 09 21:46:10 +0000 2018,Dundee UK,RT @chi2innovations: On the contribution of #neuralnetworks and word embeddings in #NaturalLanguageProcessing https://t.co/gn0VEmQAXe via @
204010235,ArkangelScrap,Sun Sep 09 21:48:12 +0000 2018,France,RT @ipfconline1: [#DigitalTransformation #4IR #AI] Teaming Humans With #Robots Will Remake Modern Manufacturing https://t.co/Xw6Iqyo6mB
204010235,ArkangelScrap,Sun Sep 09 21:48:19 +0000 2018,France,RT @ipfconline1: #DeepLearning Achievements Over the Past Year https://t.co/cZJQmGzohr v/ @statsbotco #AI #MachineLearning #NeuralNet
969464046809317376,@9/17(VS),Sun Sep 09 21:49:31 +0000 2018, ,RT @ScottJKyle1: Over a decade ago I left collage set up my own theatre company &amp; started putting on events throughout the UK. This week
986719066487513088,Ridwan Ali,Sun Sep 09 21:50:09 +0000 2018,London England,Quit Pornography Addiction Forever with Hypnosis NLP and Alpha Wave Bin... https://t.co/4D1ZxUR2A1 via @YouTube Am https://t.co/yyjcJSKbyt
969612279363899398,Rui Adam,Sun Sep 09 21:50:25 +0000 2018,Brasil,RT @IainLJBrown: Introducing SQream DB v3.0 the Most Advanced GPU-Accelerated Data Warehouse for Massive Data Analytics Read more here: ht
179239584,The Cyber Spanish,Sun Sep 09 21:50:34 +0000 2018,Spain,RT @MikeQuindazzi: #AR mobile app translates words into sign language! &gt;&gt; @MikeQuindazzi &gt;&gt; #MobileApps #VR #NLP #NLG #AI #ArtificialIntell
3317265229,Twenty-one,Sun Sep 09 21:50:50 +0000 2018,New Orleans LA,Sally is Mike Alley and green references back to Nami Tran and NLP Chomski references.
84190736,Alex Vargas,Sun Sep 09 21:52:03 +0000 2018,Irvine Cali,Planning out #generationalwealth #stratgies #timeisnow #realestate #investor #realestateinveators #sanDiego #OC https://t.co/uZammk9wbc
